PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date,Integration,Author,Formatted Comments
106501,Add get_torrents service to qBittorrent integration,2023-12-27 19:40:14+00:00,2024-04-30 15:01:37+00:00,merged,8,21,113,https://github.com/home-assistant/core/pull/106501,New feature (which adds functionality to an existing integration),356,2024-04-19T05:56:37Z,qbittorrent,finder39,"(issue comment from reviewer) [2023-12-27T19:54:30Z] @engrbm87 can you also take a look at this? Since I also promoted the use of a service call for transmission, maybe it's an idea to use a similar return schema so it's easier for custom card creators to create a card that works for both integrations. 
(issue comment from reviewer) [2023-12-27T19:59:04Z] > @engrbm87 can you also take a look at this? Since I also promoted the use of a service call for transmission, maybe it's an idea to use a similar return schema so it's easier for custom card creators to create a card that works for both integrations. 

Sure, I will work on something similar for transmission. But I would like to know how the response can be displayed on the frontend (like a markdown card).
(issue comment from author) [2023-12-27T20:00:26Z] > > @engrbm87 can you also take a look at this? Since I also promoted the use of a service call for transmission, maybe it's an idea to use a similar return schema so it's easier for custom card creators to create a card that works for both integrations.
> 
> Sure, I will work on something similar for transmission. But I would like to know how the response can be displayed on the frontend (like a markdown card).

I built a custom card that does that for qBittorrent with this new service. I can upload it to github later today
(issue comment from reviewer) [2023-12-27T20:02:28Z] > > > @engrbm87 can you also take a look at this? Since I also promoted the use of a service call for transmission, maybe it's an idea to use a similar return schema so it's easier for custom card creators to create a card that works for both integrations.
> > 
> > Sure, I will work on something similar for transmission. But I would like to know how the response can be displayed on the frontend (like a markdown card).
> 
> I built a custom card that does that for qBittorrent with this new service. I can upload it to github later today

Will this card work for any service response or is it specific for qBittorent. It would be hard to build a separate card for each integration.
(issue comment from author) [2023-12-27T20:13:50Z] > > > > @engrbm87 can you also take a look at this? Since I also promoted the use of a service call for transmission, maybe it's an idea to use a similar return schema so it's easier for custom card creators to create a card that works for both integrations.
> > > 
> > > 
> > > Sure, I will work on something similar for transmission. But I would like to know how the response can be displayed on the frontend (like a markdown card).
> > 
> > 
> > I built a custom card that does that for qBittorrent with this new service. I can upload it to github later today
> 
> Will this card work for any service response or is it specific for qBittorent. It would be hard to build a separate card for each integration.

I mean the card is specifically built for qBittorrent in this case, but its using the standard HA way of calling a service with a response. So the knowledge gained from me building it can be used elsewhere.

I built it off of https://github.com/amaximus/transmission-card, but customized it for qbittorrent and its new service call
(issue comment from reviewer) [2023-12-27T20:15:10Z] I'm slowly playing with the idea of ""standardised service calls"". We of course have them for our entity platforms like ""climate.set_hvac"" or ""calendar.get_events"". But I think it would benefit some types of integrations as well to have a standard service call. For example public transport integrations or download integrations.

And currently there are no plans afaik to support something like that in core itself, but I'll fish around checking what others think of it and maybe we can implement it.

This doesn't have to hold us back into making 2 ""custom"" services return in the same data structure 
(issue comment from reviewer) [2023-12-27T20:17:01Z] And the idea behind it is that we don't create a complete new entity platform for public transport or download integrations, but just keep using these mostly sensor based integrations
(issue comment from reviewer) [2023-12-28T20:42:13Z] @tkdrob can you also take a look for Deluge?
(issue comment from author) [2024-01-01T03:27:40Z] @engrbm87 Take at look at the [qBittorrent card here](https://github.com/finder39/qbittorrent-card/blob/dev/qbittorrent-card.js). I'm in the process of cleaning it up (and want to rebase off the changes that azamimus made, but it gives a good idea of how to handle this.

The main functions to look at are:
- `_getTorrents`: handles the get_torrents service call from HA
- `_setupGetTorrentsInterval`: handles setting up the interval at which the service call is made
- `updated`: enables initial setup of service call interval and updates it when needed
- `disconnectedCallback`: clears out the interval call when required
(issue comment from reviewer) [2024-01-02T11:57:27Z] > @engrbm87 Take at look at the [qBittorrent card here](https://github.com/finder39/qbittorrent-card/blob/dev/qbittorrent-card.js). I'm in the process of cleaning it up (and want to rebase off the changes that azamimus made, but it gives a good idea of how to handle this.
> 
> The main functions to look at are:
> 
> * `_getTorrents`: handles the get_torrents service call from HA
> * `_setupGetTorrentsInterval`: handles setting up the interval at which the service call is made
> * `updated`: enables initial setup of service call interval and updates it when needed
> * `disconnectedCallback`: clears out the interval call when required

@finder39 Thanks for sharing the progress of the custom card. I have a couple of ideas for this card. Perhaps you can enable the discussion or issues tab on your repository and we can discuss it there.
(issue comment from author) [2024-01-02T19:19:24Z] > @finder39 Thanks for sharing the progress of the custom card. I have a couple of ideas for this card. Perhaps you can enable the discussion or issues tab on your repository and we can discuss it there.

@engrbm87  Done! 
(issue comment from reviewer) [2024-03-17T02:29:54Z] Whoops, I should've looked at this
(review comment from reviewer) [2024-03-26T09:00:25Z] I think our general consensus is now that we want this to be in `async_setup`, otherwise the service is dependent on the config entry.

I am also not sure how this exactly works when you have 2 config entries for qbittorrent
(review comment from reviewer) [2024-03-26T09:01:54Z] Can we completely type this?
(review comment from author) [2024-04-02T23:57:10Z] Lemme take a look at this and check
(issue comment from author) [2024-04-02T23:58:38Z] > I don't know what the test state of QBittorrent is, but would it be possible to add tests for this? We can use snapshots to snapshot the service response, this way the response is visible in the code.

I don't believe there are many tests. Let me see what it would entail to add some for this
(review comment from reviewer) [2024-04-16T15:27:40Z] This should raise a `ServiceValidationError`
(review comment from reviewer) [2024-04-16T15:27:50Z] Please annotate the return type
(review comment from reviewer) [2024-04-16T15:28:07Z] This too should raise a `ServiceValidationError`
(review comment from reviewer) [2024-04-16T15:30:11Z] `total_torrents` is a bit weird for something which is a list, `torrents` would be better.
(review comment from reviewer) [2024-04-16T15:31:44Z] I think the service handlers need to catch this and reraise a translated `HomeAssistantError`
(issue comment from author) [2024-04-18T00:18:34Z] The requested changes have been made
(review comment from reviewer) [2024-04-18T06:42:30Z] Pass in the device_id instead, for a more readable error message:
```suggestion
      ""message"": ""No device with id {device_id} was found""
```
(review comment from reviewer) [2024-04-18T06:44:24Z] Shouldn't this be translated, or can `LoginRequired` happen in many cases?
(review comment from reviewer) [2024-04-18T06:45:26Z] What's the difference between the manual formatting and the output of the `isoformat` method? Why do we format it at all?
(review comment from author) [2024-04-18T18:12:40Z] I handled this how I found other integrations were but i can change this to be a translated string.

I believe this is a very rare occurance as it should only happen if a user changes the username/password of their qBittorrent software after adding to HA. As this is a local program running that would be very rare and there isn't a need to change that for security.
(review comment from author) [2024-04-18T18:46:41Z] Was making sure the format was the same as Transmission's integration but that looks to be the same except with `+0000` on the end, so can format that way.
(review comment from reviewer) [2024-04-29T14:46:25Z] I'm missing a service validation schema for the services.
(review comment from reviewer) [2024-04-29T14:46:46Z] These are not state attributes. Please rename the constants.
(review comment from reviewer) [2024-04-29T14:47:23Z] We don't need constants for strings that are only used once.
(review comment from reviewer) [2024-04-29T14:47:36Z] Commented code. Please remove it.
(review comment from reviewer) [2024-04-29T14:47:57Z] These instance attributes are never used. Please remove them.
(review comment from reviewer) [2024-04-29T14:48:58Z] Why did we change the exception in this PR? That looks unrelated to the new services.
(review comment from reviewer) [2024-04-29T14:50:37Z] The parameter is missing a type annotation. Please type the whole signature when adding type annotations.
(review comment from reviewer) [2024-04-29T14:52:29Z] ""grab the list"" is too colloquial English and not correctly explained what it's referring to."
64189,Expose entity device temperature from cluster in ZHA,2022-01-16 10:51:56+00:00,2022-01-24 15:03:26+00:00,merged,6,4,7,https://github.com/home-assistant/core/pull/64189,New feature (which adds functionality to an existing integration),59,2022-01-23T14:37:01Z,zha,rforro,"(issue comment from reviewer) [2022-01-16T10:51:58Z] Hi @rforro, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#64189).

Once you do that we will be able to review and accept this pull request.

Thanks!

(review comment from author) [2022-01-16T10:56:56Z] I'm not sure why this had to be done, it was working without as well. I've done it only because some tests were failing.


(review comment from author) [2022-01-16T10:59:21Z] I have no idea if value `1` is correct. `0` was failing, so I wrote `1`.
(issue comment from author) [2022-01-16T11:01:24Z] Should definition of device clusters in `tests/components/zha/zha_devices_list.py` represent the real device or replacement done be quirks?
(review comment from reviewer) [2022-01-16T14:44:48Z] Has to be done for zcl compliant devices. Xiaomi sends updates regardless. 
(review comment from reviewer) [2022-01-16T14:57:27Z] It's the number of attribute reports the tests expects and entity shouldd receive. 1 is correct for your test
(issue comment from author) [2022-01-16T15:50:02Z] Black is fixed.

Don't forget to squash commits in this PR, somehow you missed it in here: https://github.com/zigpy/zha-device-handlers/pull/1248
(issue comment from reviewer) [2022-01-16T21:13:45Z] Doh, too late now. Yeah, was supposed to be a squash merge.
(issue comment from reviewer) [2022-01-23T14:35:56Z] Anything blocking this PR from being merged?"
128547,"Add min, max for WATER_HEATER device",2024-10-17 07:12:36+00:00,2024-10-30 14:02:01+00:00,closed,1,8,12,https://github.com/home-assistant/core/pull/128547,New feature (which adds functionality to an existing integration),11,2024-10-29T13:20:26Z,lg_thinq,LG-ThinQ-Integration,"(review comment from reviewer) [2024-10-17T07:16:00Z] Why didn't we implement the water_heater platform for this?
(review comment from author) [2024-10-17T07:31:11Z] HA water_heater platform support only 0.5 step.
But our devices only support step 1.
That's why we didn't implement the water_header platform.
(review comment from reviewer) [2024-10-17T07:40:24Z] You can overwrite the precision right?

https://github.com/home-assistant/home-assistant/blob/master/homeassistant%2Fcomponents%2Fwater_heater%2F__init__.py#L194-L201
(review comment from author) [2024-10-17T08:08:51Z] Let us discuss about that.
(review comment from author) [2024-10-18T05:30:16Z] As we tested in HomeAssistant, frontend only supporty 0.5 step with +,- buttons.
That is because water_heater entity does not have 'attr_target_temp_step'.
We need 0.5 step in frontend.
If I am wrong please let me know.
(review comment from reviewer) [2024-10-21T14:28:27Z] Frontend has support but backend not (`target_temp_step` is not implemented in `WaterHeaterEntity`).
Otherwise for Fahrenheit it will be step 1, for celsius 0.5.
(review comment from author) [2024-10-24T23:31:58Z] 'core' only supports 1step, but 'frontend' supports 0.5.
User could get it wrong.
In conclusion, 
WaterHeaterEntity does not work as we want.
So we need this.
(issue comment from author) [2024-10-29T12:12:22Z] This PR needs to be rebased properly.
(review comment from reviewer) [2024-10-29T12:48:58Z] I think we can agree with that so I close this conversation as resolved."
45906,Add LastTrip sensors for BMW Connected Drive,2021-02-03 14:55:09+00:00,2021-05-10 16:44:30+00:00,merged,1,4,95,https://github.com/home-assistant/core/pull/45906,New feature (which adds functionality to an existing integration),174,2021-05-09T15:51:59Z,bmw_connected_drive,EddyK69,"(issue comment from reviewer) [2021-02-03T14:57:18Z] Hi @EddyK69, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#45906).

Once you do that we will be able to review and accept this pull request.

Thanks!

(issue comment from reviewer) [2021-02-03T20:31:35Z] Make sure you're working inside a [developer environment](https://developers.home-assistant.io/docs/development_environmentl) and that'll fix those isort and black test failures.
(issue comment from reviewer) [2021-03-28T15:44:39Z] Bumping the PR.
(review comment from reviewer) [2021-03-28T16:26:24Z] What kind of date value is this? Times in the state attributes should be UTC.
(review comment from author) [2021-04-10T16:29:35Z] Fixed!
(review comment from reviewer) [2021-04-10T21:07:38Z] I think we can use device class timestamp for this sensor. Then we should return the datetime as an isoformatted string.

https://docs.python.org/3/library/datetime.html#datetime.datetime.isoformat

https://developers.home-assistant.io/docs/core/entity/sensor#available-device-classes

Please implement the `device_class` property in the entity. And we don't need a custom icon when doing that.
(review comment from reviewer) [2021-04-12T13:43:54Z] We don't set a custom icon when setting device class. The frontend should set a custom icon per device class.
```suggestion
    ""date_utc"": [None, DEVICE_CLASS_TIMESTAMP, None, True],
```
(issue comment from author) [2021-04-13T09:16:28Z] @MartinHjelmare Seems that sort & black are flipping stylecodes :O
(issue comment from reviewer) [2021-04-13T13:08:55Z] Make sure your environment is up to date and set up properly. Alternatively check CI output for the correct format and make a commit via github UI.
(issue comment from author) [2021-04-13T19:54:46Z] > Make sure your environment is up to date and set up properly. Alternatively check CI output for the correct format and make a commit via github UI.

Dev env is ok & up-to-date. Black & isort don’t report any issues in venv. If i fix black issue (seen in CI output) than isort reports errors during commit and vice versa (if i fix isort, than black has an issue; see previous commits)
(issue comment from author) [2021-05-06T06:39:44Z] Bump :)
What is the planning to merge this into the master branch?
(issue comment from reviewer) [2021-05-07T09:45:30Z] Isort check is still failing. We can't merge PRs with failing CI checks.
(issue comment from author) [2021-05-09T10:27:39Z] Did a file edit and commit in the Github UI as @MartinHjelmare proposed. Hope this settles the issue ;D
(issue comment from reviewer) [2021-05-09T15:51:51Z] Thanks!"
70145,Support variables on any action/condition/trigger,2022-04-16 09:58:44+00:00,2023-01-03 23:01:23+00:00,closed,1,2,41,https://github.com/home-assistant/core/pull/70145,New feature (which adds functionality to an existing integration),10,2022-05-27T23:05:04Z,,frenck,"(review comment from reviewer) [2022-04-20T21:00:39Z] I guess the one thing that we should be clear about is _when_ the variables apply. It should be consistently be applied after the step has run in which they are applied.

So applied once the trigger has triggered, the condition check has passed, the service has been executed or the wait for trigger triggered/timed out.
(review comment from author) [2022-04-20T21:47:37Z] Yeah, so the idea is to be clear on / the idea is:

Any variable applied to an action/condition/trigger only applies down the chain.

The fun part: The variable action applies for the script. But we could consider making that globally. Not sure on how to solve that part yet.

However, I think solving scoping all other levels first is important to be able to introduce global scoping (if we ever do that, that is a separate discussion)."
116826,Custom forecast,2024-05-05 00:52:14+00:00,2024-07-07 13:02:26+00:00,closed,1,0,62,https://github.com/home-assistant/core/pull/116826,New feature (which adds functionality to an existing integration),1,2024-07-06T11:53:54Z,weather,kamiyo,"(issue comment from reviewer) [2024-07-06T11:53:54Z] As this PR is dependent on an architectural discussion, I'll go ahead and close this one up for now.

Once the architectural proposal is accepted, we can re-open this PR.

../Frenck"
121835,Add `configuration_url` to QNAP,2024-07-12 06:30:09+00:00,2024-09-24 18:07:57+00:00,closed,2,2,73,https://github.com/home-assistant/core/pull/121835,New feature (which adds functionality to an existing integration),7,2024-09-23T15:07:32Z,qnap,jrieger,"(issue comment from author) [2024-07-12T08:00:03Z] CLA error should be fixed.
(review comment from reviewer) [2024-07-12T14:04:29Z] This integration has quite a good test coverage, can we add test coverage for these lines as well?

../Frenck
(review comment from author) [2024-07-18T14:11:37Z] > This integration has quite a good test coverage, can we add test coverage for these lines as well?

The coordinator is completely untested and I'm a bit stuck here since I'm not a pytest expert. Maybe someone can point me in a direction?"
69220,Add Synchronize inverter clock button,2022-04-03 21:00:29+00:00,2022-08-26 08:05:59+00:00,merged,3,18,143,https://github.com/home-assistant/core/pull/69220,New feature (which adds functionality to an existing integration),87,2022-08-25T05:52:05Z,goodwe,mletenay,"(issue comment from author) [2022-05-05T09:12:44Z] @starkillerOG or anyone else, would you mind taking a look and review ? Thanks.
(review comment from reviewer) [2022-05-13T14:55:47Z] It would probably be a good idea to use a lambda function or just function refrence for this and move the specific call to the ButtonEntityDescription.
That will make it a lot esier to add aditional button entities in the future (withouth having to create seperate classes for all of them).
(review comment from reviewer) [2022-05-13T14:59:33Z] @mletenay for example look at the Netgear integration:

https://github.com/home-assistant/core/blob/184421dae68c8f97d7a9f796e2a26137089de562/homeassistant/components/netgear/button.py#L35-L43

https://github.com/home-assistant/core/blob/184421dae68c8f97d7a9f796e2a26137089de562/homeassistant/components/netgear/button.py#L75-L78
(review comment from author) [2022-05-19T21:52:08Z] Good point, done.
(review comment from reviewer) [2022-05-23T14:09:36Z] The unique ID doesn't need the domain, it's already unique for this domain.
(review comment from author) [2022-08-09T22:21:24Z] Done
(review comment from reviewer) [2022-08-24T10:59:46Z] Why are these split?
(review comment from reviewer) [2022-08-24T11:00:59Z] Is this call really non-blocking? if write_setting perform any io, it should be executed in an exector.
(review comment from reviewer) [2022-08-24T11:03:18Z] Are the changes in this file related to this pull request?
(review comment from author) [2022-08-24T20:39:58Z] Because without it pylance would complain with ""Fields without default values cannot appear after fields with default values"".
It's the same patter of adding non-default/mandatory values as used e.g. in GoodweNumberEntityDescription and I thing also rest of the HA sources.
(review comment from author) [2022-08-24T20:42:19Z] It invokes asyncio method without return value
(review comment from author) [2022-08-24T20:45:07Z] No, not directly.
It was not formally filed as bug and reported only in user forum and I did not want to create another PR and wait few more months to get it in. 
It can be separated if you insist, but I considered it a small bugfix which could be piggybacked int this change.
(review comment from reviewer) [2022-08-24T21:23:12Z] I am not sure i like returning the awaitable that way. But i suppose it might work. I would have just used a standard async function instead of a lambda. Ok.
(review comment from reviewer) [2022-08-24T21:23:33Z] Ok
(review comment from reviewer) [2022-08-24T21:25:51Z] Please raise some error here, so the system knows the entry setup failed.

Poossibly the not ready exception to try again later.
(review comment from reviewer) [2022-08-24T21:27:03Z] If you put it as a separate bugfix, we can get it in in point realeses. So please separate.
(review comment from author) [2022-08-24T21:47:21Z] This is intentional, not all inverter models support this feature, in such case, the button is just not created at all.
This is not exceptional state, this is expected state (in some inverters).
(review comment from author) [2022-08-24T21:52:12Z] I did not meant wait for major release, but wait for review (which takes months ;-)
I will separate it, hoping it will get reviewed sooner ...
(review comment from author) [2022-08-24T22:21:10Z] https://github.com/home-assistant/core/pull/77290"
74454,Add reauthenticaion to `mikrotik`,2022-07-05 08:04:12+00:00,2022-10-03 04:19:10+00:00,merged,6,0,88,https://github.com/home-assistant/core/pull/74454,New feature (which adds functionality to an existing integration),172,2022-10-02T03:37:24Z,,,(issue comment from reviewer) [2022-08-04T12:05:56Z] waiting review
75534,Add RSSI and HEV sensors to LIFX devices,2022-07-20 22:02:02+00:00,2022-10-13 08:21:13+00:00,closed,17,40,40,https://github.com/home-assistant/core/pull/75534,New feature (which adds functionality to an existing integration),730,2022-08-30T09:17:13Z,,,"(issue comment from reviewer) [2022-07-20T22:03:09Z] @bdraco this is my attempt at adding sensor entites. I picked one that is available to all bulbs and some that are only available to a subset of bulbs. In draft fo review so I can fix anything I got wrong. :) 
(review comment from reviewer) [2022-07-20T22:04:10Z] ```suggestion
```
(review comment from reviewer) [2022-07-20T22:04:39Z] ```suggestion
```
(review comment from reviewer) [2022-07-20T22:05:13Z] ```suggestion
```

Set `self.entity_description = description` instead
(review comment from reviewer) [2022-07-20T22:05:56Z] This should be disabled by default so it doesn't generate too many updates in the state machine
```suggestion
    icon=""mdi:wifi"",
    entity_registry_enabled_default=False
```
(review comment from reviewer) [2022-07-20T22:06:29Z] You can set this as `self._attr_device_info = `
(review comment from reviewer) [2022-07-20T22:07:03Z] Heh, it was initially, but I turned that off for testing purposes so I didn't have to manually turn it on for 60 bulbs. 😂 
(review comment from reviewer) [2022-07-20T22:07:32Z] We shouldn't poll this unless at least one entity is enabled that needs it
(review comment from reviewer) [2022-07-20T22:07:36Z] We shouldn't poll this unless at least one entity is enabled that needs it
(review comment from reviewer) [2022-07-20T22:08:30Z] Please move code out of the coordinator that won't raise.
```python
            hev_cycle: StateHevCycle = await async_execute_lifx(
                self.device.get_hev_cycle
            )
            last_result: StateLastHevCycleResult = await async_execute_lifx(
                self.device.get_last_hev_cycle_result
            )
```

Then process it in an `else`
(review comment from reviewer) [2022-07-20T22:08:50Z] Yeah, I wasn't sure how to work that out from the coordinator. All my attempts to override `async_update` failed.
(review comment from reviewer) [2022-07-20T22:09:30Z] This is only available to HEV bulbs and they would all have it enabled by default, so if this is called, it's needed.
(review comment from reviewer) [2022-07-20T22:10:26Z] You could keep track of it by adding having the entity tell the coordinator it wants it in `async_added_to_hass` and tell it, it no longer wants it in `async_will_remove_from_hass`

Similar example https://github.com/home-assistant/core/blob/6da25c733e014624564140a761af5201e3bf0adc/homeassistant/components/unifiprotect/entity.py#L217
(review comment from reviewer) [2022-07-20T22:10:59Z] ```suggestion
```
(review comment from reviewer) [2022-07-20T22:11:07Z] ```suggestion
```
(review comment from reviewer) [2022-07-20T22:11:15Z] ```suggestion
```
(review comment from reviewer) [2022-07-20T22:12:37Z] ```suggestion
```

We normally don't set an `icon` if the `device_class` is set. https://developers.home-assistant.io/docs/core/entity#advanced-properties
(review comment from reviewer) [2022-07-20T22:12:44Z] ```suggestion
```


We normally don't set an `icon` if the `device_class` is set. https://developers.home-assistant.io/docs/core/entity#advanced-properties
(review comment from reviewer) [2022-07-20T22:12:49Z] ```suggestion
```
(review comment from reviewer) [2022-07-20T22:13:21Z] ```suggestion
    sensors: list[LifxSensorEntity] = [
```
(review comment from reviewer) [2022-07-20T22:13:53Z] stale debug ?
(review comment from reviewer) [2022-07-20T22:14:25Z] It would be nice if this was a separate function
(review comment from reviewer) [2022-07-20T22:14:56Z] Users can disable the entities
(issue comment from reviewer) [2022-07-20T22:16:07Z] Will try to give you some more feedback tomorrow.  I'm way behind as I've had two A/C units fail this week @ home which is not good in a Texas summer !
(review comment from reviewer) [2022-07-20T22:16:40Z] No. Moving `_LOGGER` to `.const` makes all the logs look like they come from `homeassistant.components.lifx.const` and not the actual file in which it is called. It makes more sense to define it for each file to make debugging a little bit easier.
(issue comment from reviewer) [2022-07-21T04:04:22Z] I have it working as requested, but I'm not sure if I did it properly or not. Decided to stop here and give you a chance to review again before doing anything more.
(review comment from reviewer) [2022-07-21T09:43:05Z] We try to avoid using Throttle in new code

If we need different intervals, usually we use multiple coordinators (example in synology_dsm) or write a custom coordinator. 

It's a bit more difficult here since we need a shared lock but that can be created when all the coordinators are and passed in.

Since they are all similar we could have a base coordinator class and subclass it into a light, hev, and signal coordinators 

The advantage is if you have multiple coordinators you don't have to worry about subscription management since the coordinators don't poll if there are no subscribers.
(review comment from reviewer) [2022-07-21T09:45:06Z] Strictly speaking, we don't need different intervals but then we also don't need to poll for sensor data every 10 seconds either. I'm more worried about the amount of data potentially being stored by the logger for no good reason if we poll too often.
(review comment from reviewer) [2022-07-21T09:47:33Z] We probably don't need to share a lock either: that's only really needed for discovery. Once the transport is unicast UDP, the bulbs tend to respond pretty quickly and can handle up to 20 pkts/second. 

As a reference, the Tile animations generated by Photons send 320 HSBK values every 0.075 seconds. :) 
(review comment from reviewer) [2022-07-21T09:48:52Z] We would be better suited with a global limit of 2-4 inflight (unacknowledged) packets per endpoint, which is automatic in Photons but would have to be added to aiolifx. 
(review comment from reviewer) [2022-07-21T09:49:27Z] Reducing the polling frequency makes a lot of sense here. If you have a lot of bulbs the additional wifi traffic will make a difference on how much reliable your 2.4g network is.
(review comment from reviewer) [2022-07-21T09:52:26Z] Agreed. And it would reduce the amount of potential state data being stored by the logger. I know it's only stored on changes, but given the potential flakiness of LIFX bulbs, the RSSI will change every polling interval for sure.
(issue comment from reviewer) [2022-07-24T05:16:30Z] This is now rebased on top of the Button entity codebase.
(issue comment from reviewer) [2022-07-26T12:00:05Z] @bdraco when you get a chance, could you review the tests I added? I'm fairly certain I picked the least efficient way of testing things, so would appreciate an experienced eye.

On that note, I'll probably stop adding entities until this lot is merged and work on replacing `aiolifx` with Photons or something closely resembling it. 
(issue comment from reviewer) [2022-08-09T18:46:51Z] I won't have time to do a proper review until tomorrow, but in the mean time I'll give feedback on the things I know will require refactoring
(review comment from reviewer) [2022-08-09T18:48:12Z] We don't want to access `hass.data` in tests since thats considered  integration details.

patch the library instead and call async_fire_time_changed

https://developers.home-assistant.io/docs/development_testing?_highlight=writing&_highlight=tests#writing-tests-for-integrations
(issue comment from reviewer) [2022-08-09T21:09:50Z] I'm on leave until next week, so I'll either have plenty of time for this or none at all. 😄  Worst case, I'll get back into it next Monday/Tuesday, as I'm away this weekend for sure.
(issue comment from reviewer) [2022-08-15T10:30:26Z] @bdraco I have some personal stuff I need to focus on this week, so I won't have much time to look at this until next week. It can certainly wait, but if you felt like tinkering on it, be my guest.
(issue comment from reviewer) [2022-08-22T10:09:52Z] @bdraco I refactored the HEV sensors into a single binary sensor with extra state attributes which provides a much better user experience (IMO). At a glance, you can see if a HEV cycle is running (and firing automations on start/finish is possible) while still containing enough extra data for dashboard output or statistical analysis.

I realise this PR now has two platforms instead of one, but it would be super peachy keen if I don't have to split it into two seperate PRs.

Updated/new tests still to come.
(issue comment from reviewer) [2022-08-26T18:28:16Z] > @bdraco I refactored the HEV sensors into a single binary sensor with extra state attributes which provides a much better user experience (IMO). At a glance, you can see if a HEV cycle is running (and firing automations on start/finish is possible) while still containing enough extra data for dashboard output or statistical analysis.

Oh no, in general we are moving away from extra state attributes.  They can't be assigned state classes, can't use long term stats, can't be deduplicated in the database, are hard to discover, are more difficult to use in automations for first time users, etc.

> 
> I realise this PR now has two platforms instead of one, but it would be super peachy keen if I don't have to split it into two seperate PRs.
> 
> Updated/new tests still to come.

It would be better to split it into two PRs, but I think you already know that, or you wouldn't have asked.  If everything were super strait-forward here, it would probably be fine, but I don't want either of us to end up frustrated in the review process, so it is probably better to split it up.
(issue comment from reviewer) [2022-08-26T21:17:17Z] > Oh no, in general we are moving away from extra state attributes. They can't be assigned state classes, can't use long term stats, can't be deduplicated in the database, are hard to discover, are more difficult to use in automations for first time users, etc.

These are all the reasons why I switched to them for this, to be honest. But I guess I'll split them back out again and split this PR accordingly. Or close this one and open two new ones or something.
(issue comment from reviewer) [2022-08-30T09:17:13Z] Closing this PR and opening new PRs per platform. First new PR: https://github.com/home-assistant/core/pull/77535"
47951,Add support for bar to pressure unit util,2021-03-15 15:48:34+00:00,2021-09-24 15:01:57+00:00,closed,2,0,191,https://github.com/home-assistant/core/pull/47951,New feature (which adds functionality to an existing integration),19,2021-09-23T14:36:13Z,,bdr99,"(issue comment from reviewer) [2021-03-16T07:23:38Z] Where will we use this?
(issue comment from author) [2021-03-16T10:11:15Z] > Where will we use this?

I'm planning to use it in my Mazda integration, in order to fix https://github.com/home-assistant/home-assistant.io/issues/16999.
(issue comment from reviewer) [2021-03-16T12:46:26Z] Our design currently mandates either hPa or mbar for pressure sensor device class:
https://developers.home-assistant.io/docs/core/entity/sensor#available-device-classes
(issue comment from author) [2021-03-16T14:23:49Z] > 
> 
> Our design currently mandates either hPa or mbar for pressure sensor device class:
> https://developers.home-assistant.io/docs/core/entity/sensor#available-device-classes

Are you implying that `homeassistant.util.pressure` should only be able to convert the units supported by the pressure sensor device class? It currently supports converting between Pa, hPa, mbar, inHg, and psi.

I'm not using the pressure sensor device class in the [tire pressure sensors](https://github.com/home-assistant/core/blob/dev/homeassistant/components/mazda/sensor.py#L140) for the Mazda integration. It seems the pressure sensor device class was designed for atmospheric pressure, making it unsuitable for tire pressure. In the US we measure tire pressure in PSI, and I believe in Europe, bar is used.
(issue comment from reviewer) [2021-03-16T15:16:54Z] We should preferably use the appropriate device class for sensor measurements. If we need a new device class I think we should start in that end before we decide to expand the unit converter. To make sure we add the correct conversion if needed.

Changes to the enity model needs to go via an architecture issue:
https://developers.home-assistant.io/docs/core/entity#changing-the-entity-model
(issue comment from author) [2021-03-16T16:00:15Z] I opened an architecture issue here: https://github.com/home-assistant/architecture/discussions/532
(issue comment from author) [2021-04-15T17:25:29Z] @MartinHjelmare It looks like there hasn't been much activity on the architecture issue recently. Would it be acceptable to merge this simple PR for now, since all it does is expand the capabilities of a util module? We can always refactor things in the future if we decide to add a new device class and/or move the unit conversion logic into the base entity.
(issue comment from reviewer) [2021-04-15T17:41:37Z] > Would it be acceptable to merge this simple PR for now, since all it does is expand the capabilities of a util module

There is an architecture issue open, thus this cannot be merged until that has been resolved.
(issue comment from author) [2021-05-19T14:40:31Z] This PR is still valid and should not be closed. Just waiting for a consensus to be reached on the architecture issue.
(issue comment from author) [2021-06-22T15:04:12Z] Still valid.
(issue comment from author) [2021-09-23T14:36:13Z] It looks like this was added in https://github.com/home-assistant/core/pull/54497, so closing this PR. (Not sure why this PR required an architecture discussion, but that one didn't.)
(issue comment from reviewer) [2021-09-23T14:49:02Z] The pressure conversion was added for another feature, ie not a new pressure device class."
