PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date,Integration,Author
84105,New Homewizard climate integration,2022-12-16 16:26:57+00:00,2023-07-04 22:02:10+00:00,closed,14,36,199,https://github.com/home-assistant/core/pull/84105,New integration (thank you!),530,2023-07-03T21:05:10Z,homewizard_climate,mepla
128259,Palazzetti integration,2024-10-12 18:56:12+00:00,2024-10-29 17:02:03+00:00,merged,19,112,15,https://github.com/home-assistant/core/pull/128259,New integration (thank you!),897,2024-10-28T16:19:06Z,palazzetti,dotvav
45780,Add broadlink climate platform,2021-01-31 15:24:16+00:00,2022-12-02 07:20:24+00:00,closed,6,18,315,https://github.com/home-assistant/core/pull/45780,New integration (thank you!),147,2021-12-13T12:41:22Z,broadlink,majuss
48156,System Bridge Integration,2021-03-20 15:16:31+00:00,2021-05-07 00:01:46+00:00,merged,17,44,46,https://github.com/home-assistant/core/pull/48156,New integration (thank you!),1436,2021-05-05T23:33:32Z,system_bridge,timmo001
77853,Add Google Sheets integration,2022-09-05 17:47:53+00:00,2022-09-21 14:29:15+00:00,merged,14,44,9,https://github.com/home-assistant/core/pull/77853,New integration (thank you!),882,2022-09-14T18:31:54Z,,
73363,Add Landis+Gyr Heat Meter integration,2022-06-11 16:47:38+00:00,2022-10-08 13:14:37+00:00,merged,15,84,67,https://github.com/home-assistant/core/pull/73363,New integration (thank you!),1011,2022-08-18T14:40:04Z,,
66437,Add dlna_dms integration to support DLNA Digital Media Servers,2022-02-13 12:53:47+00:00,2022-03-01 08:56:24+00:00,merged,20,34,8,https://github.com/home-assistant/core/pull/66437,New integration (thank you!),3610,2022-02-21T23:14:09Z,dlna_dms,chishm
88676,Add virtual integrations for intellifire compatible fireplaces,2023-02-23 17:31:06+00:00,2023-03-08 21:02:02+00:00,closed,7,0,12,https://github.com/home-assistant/core/pull/88676,New integration (thank you!),66,2023-03-07T20:45:15Z,heatilator,jeeftor
56647,Add nina integration,2021-09-25 15:47:36+00:00,2021-12-18 13:06:53+00:00,merged,17,96,70,https://github.com/home-assistant/core/pull/56647,New integration (thank you!),924,2021-12-05T14:11:03Z,nina,DeerMaximum
80283,Add OralB integration,2022-10-13 19:07:28+00:00,2022-10-26 08:02:21+00:00,closed,14,40,11,https://github.com/home-assistant/core/pull/80283,New integration (thank you!),370,2022-10-24T22:37:49Z,,
86636,Add Support for Luxtronik2 heatpumps,2023-01-25 18:32:59+00:00,2023-11-30 23:02:04+00:00,closed,21,17,308,https://github.com/home-assistant/core/pull/86636,New integration (thank you!),1518,2023-11-29T22:07:53Z,luxtronik,BenPru
103073,Add integration for iotty Smart Home,2023-10-30 16:01:05+00:00,2024-07-20 11:02:04+00:00,merged,24,143,262,https://github.com/home-assistant/core/pull/103073,New integration (thank you!),1336,2024-07-19T10:10:39Z,iotty,pburgio
49099,Add Nettigo Air Monitor integration,2021-04-12 08:58:36+00:00,2021-05-08 14:01:39+00:00,merged,20,29,25,https://github.com/home-assistant/core/pull/49099,New integration (thank you!),1326,2021-05-07T13:59:29Z,nettigo,bieniu
89504,Add iNELS integration,2023-03-10 12:20:58+00:00,2023-11-30 22:06:45+00:00,closed,18,62,264,https://github.com/home-assistant/core/pull/89504,New integration (thank you!),1198,2023-11-29T21:50:16Z,inels,jpbaltazar
97326,Add new integration Yardian,2023-07-27 09:59:49+00:00,2024-01-26 15:48:15+00:00,merged,14,61,28,https://github.com/home-assistant/core/pull/97326,New integration (thank you!),509,2023-08-24T22:48:50Z,yardian,h3l1o5
102978,Add virtual integration Fujitsu anywAIR,2023-10-28 23:38:59+00:00,2023-12-05 08:03:04+00:00,merged,3,4,36,https://github.com/home-assistant/core/pull/102978,New integration (thank you!),12,2023-12-04T07:09:15Z,fujitsu_anywair,Bre77
107570,Add Epion integration,2024-01-08 17:54:48+00:00,2024-01-17 06:02:00+00:00,merged,17,71,7,https://github.com/home-assistant/core/pull/107570,New integration (thank you!),452,2024-01-16T05:39:51Z,epion,lhgravendeel
101786,Add Viam image processing integration,2023-10-10 20:14:11+00:00,2024-05-15 12:03:31+00:00,merged,18,114,216,https://github.com/home-assistant/core/pull/101786,New integration (thank you!),1299,2024-05-14T11:35:56Z,viam,HipsterBrown
88548,Attribute sensor,2023-02-21 15:04:46+00:00,2023-03-08 11:01:52+00:00,closed,14,0,13,https://github.com/home-assistant/core/pull/88548,New integration (thank you!),592,2023-03-07T08:22:26Z,attribute_sensor,albinmedoc
48181,Add Qingping Air Monitor Lite support support ,2021-03-21 10:14:40+00:00,2021-04-01 20:02:01+00:00,merged,2,2,10,https://github.com/home-assistant/core/pull/48181,New integration (thank you!),163,2021-03-31T17:47:42Z,xiaomi_miio,arturdobo
107851,Add WittIOT integration,2024-01-12 09:23:59+00:00,2024-02-23 10:03:39+00:00,closed,18,78,41,https://github.com/home-assistant/core/pull/107851,New integration (thank you!),1343,2024-02-22T10:01:35Z,wittiot,WittIOT
49545,Add Uonet+ Vulcan integration,2021-04-22 08:34:21+00:00,2021-06-17 19:03:58+00:00,closed,1224,4,55,https://github.com/home-assistant/core/pull/49545,New integration (thank you!),37839,2021-06-16T18:03:59Z,vulcan,Antoni-Czaplicki
89313,Add heatnglo virtual integration for Intellifire,2023-03-07 20:40:56+00:00,2023-06-13 23:01:44+00:00,closed,2,0,97,https://github.com/home-assistant/core/pull/89313,New integration (thank you!),11,2023-06-12T22:05:28Z,heatnglo,jeeftor
107405,Add Elvia integration,2024-01-06 19:29:12+00:00,2024-02-01 14:01:35+00:00,merged,15,5,24,https://github.com/home-assistant/core/pull/107405,New integration (thank you!),608,2024-01-31T13:47:37Z,elvia,ludeeus
81182,New notification service for ntfy.sh,2022-10-29 10:17:34+00:00,2023-07-12 08:04:50+00:00,closed,8,21,254,https://github.com/home-assistant/core/pull/81182,New integration (thank you!),164,2023-07-11T07:03:33Z,,
93462,Add bang_olufsen integration,2023-05-24 14:04:25+00:00,2024-01-25 11:02:11+00:00,merged,22,147,244,https://github.com/home-assistant/core/pull/93462,New integration (thank you!),1790,2024-01-24T11:00:52Z,bangolufsen,mj23000
67358,Add jvc projectors,2022-02-27 23:37:05+00:00,2022-05-30 02:44:54+00:00,closed,10,2,90,https://github.com/home-assistant/core/pull/67358,New integration (thank you!),296,2022-05-29T01:38:39Z,jvc_projectors,iloveicedgreentea
61233,Add SENZ OAuth2 integration ,2021-12-08 11:21:45+00:00,2022-04-15 23:02:06+00:00,merged,17,7,127,https://github.com/home-assistant/core/pull/61233,New integration (thank you!),416,2022-04-14T22:29:32Z,senz,milanmeu
68577,Add ZiGate device on automatic integration USB and ZEROCONF,2022-03-23 17:22:29+00:00,2022-05-10 00:05:26+00:00,merged,5,15,46,https://github.com/home-assistant/core/pull/68577,New integration (thank you!),154,2022-05-08T23:27:09Z,zha,fairecasoimeme
91194,Add romy vacuum core integration,2023-04-10 23:32:11+00:00,2023-05-26 01:28:37+00:00,closed,15,15,44,https://github.com/home-assistant/core/pull/91194,New integration (thank you!),912,2023-05-25T01:14:32Z,romy,xeniter
89548,Add Vattenfall InCharge integration,2023-03-11 13:30:36+00:00,2023-07-28 20:02:09+00:00,closed,17,49,138,https://github.com/home-assistant/core/pull/89548,New integration (thank you!),585,2023-07-27T19:05:08Z,incharge,tgriek
56357,Add Uonet+ Vulcan integration,2021-09-17 20:54:19+00:00,2022-05-03 10:37:54+00:00,merged,19,37,193,https://github.com/home-assistant/core/pull/56357,New integration (thank you!),1921,2022-03-30T15:55:24Z,vulcan,Antoni-Czaplicki
108147,Add Teslemetry Integration,2024-01-16 09:20:25+00:00,2024-01-26 12:02:09+00:00,merged,19,24,9,https://github.com/home-assistant/core/pull/108147,New integration (thank you!),621,2024-01-25T11:54:47Z,teslemetry,Bre77
87624,Add viaris integration,2023-02-07 10:46:05+00:00,2023-03-07 08:02:11+00:00,closed,16,3,26,https://github.com/home-assistant/core/pull/87624,New integration (thank you!),1842,2023-03-06T06:25:22Z,viaris,HGC72
83883,Add LD2410 BLE integration,2022-12-12 23:27:27+00:00,2023-01-25 20:27:45+00:00,merged,21,54,24,https://github.com/home-assistant/core/pull/83883,New integration (thank you!),709,2023-01-06T02:15:03Z,ld2410_ble,930913
63396,Add configuration_url for BleBox,2022-01-04 18:51:53+00:00,2022-04-12 21:02:03+00:00,closed,12,1,97,https://github.com/home-assistant/core/pull/63396,New integration (thank you!),22,2022-04-11T20:09:56Z,blebox,kubawolanin
60506,Add rki-covid integration,2021-11-28 17:49:27+00:00,2022-02-14 08:01:59+00:00,closed,531,102,76,https://github.com/home-assistant/core/pull/60506,New integration (thank you!),87370,2022-02-13T07:33:15Z,rki_covid,thebino
119447,Device integration for Tplink Deco,2024-06-12 02:39:16+00:00,2024-07-03 05:01:50+00:00,closed,6,0,20,https://github.com/home-assistant/core/pull/119447,New integration (thank you!),113,2024-07-02T04:04:32Z,tplink_deco,anisar17
70201,Add SwitchBee Integration,2022-04-17 20:35:04+00:00,2022-09-15 21:02:19+00:00,merged,14,64,148,https://github.com/home-assistant/core/pull/70201,New integration (thank you!),868,2022-09-13T07:01:30Z,switchbee,jafar-atili
90006,Add Flexit bacnet integration,2023-03-20 21:40:29+00:00,2023-06-14 09:01:48+00:00,closed,16,79,83,https://github.com/home-assistant/core/pull/90006,New integration (thank you!),587,2023-06-12T19:29:07Z,flexit_bacnet,piotrbulinski
93623,Add lawnmower entity,2023-05-26 19:15:33+00:00,2023-08-22 11:01:36+00:00,merged,17,59,86,https://github.com/home-assistant/core/pull/93623,New integration (thank you!),688,2023-08-21T10:19:56Z,lawn_mower,mikey0000
119784,Add integration Zabbix Event Sensors,2024-06-16 18:59:56+00:00,2024-07-16 07:01:54+00:00,closed,16,0,28,https://github.com/home-assistant/core/pull/119784,New integration (thank you!),631,2024-07-15T06:14:31Z,zabbix_evt_sensors,rexdek
86930,Add Imazu Wall Pad,2023-01-30 05:14:13+00:00,2023-11-22 01:26:33+00:00,closed,24,2,294,https://github.com/home-assistant/core/pull/86930,New integration (thank you!),937,2023-11-21T00:18:25Z,imazu_wall_pad,stkang
96552,New integration for Comelit SimpleHome,2023-07-14 19:53:53+00:00,2023-08-19 13:01:54+00:00,merged,16,65,34,https://github.com/home-assistant/core/pull/96552,New integration (thank you!),544,2023-08-18T06:40:23Z,comelit,chemelli74
119788,Add Bryant Evolution Integration,2024-06-16 19:45:16+00:00,2024-07-30 10:02:02+00:00,merged,20,151,42,https://github.com/home-assistant/core/pull/119788,New integration (thank you!),1224,2024-07-29T09:25:04Z,bryant_evolution,danielsmyers
87748,Add Southern company integration,2023-02-09 03:52:58+00:00,2023-09-12 14:01:38+00:00,closed,17,34,214,https://github.com/home-assistant/core/pull/87748,New integration (thank you!),1192,2023-09-11T13:56:15Z,southern_company,Lash-L
53140,Fjäråskupan kitchen fan,2021-07-18 10:14:58+00:00,2021-08-21 12:02:01+00:00,merged,15,58,33,https://github.com/home-assistant/core/pull/53140,New integration (thank you!),529,2021-08-20T11:41:37Z,fjaraskupan,elupus
81327,RuuviTag BLE sensor support,2022-10-31 20:59:09+00:00,2022-11-17 23:01:57+00:00,merged,17,18,8,https://github.com/home-assistant/core/pull/81327,New integration (thank you!),638,2022-11-09T14:35:30Z,,
79454,Add `text` platform,2022-10-02 06:41:20+00:00,2022-11-25 19:01:41+00:00,merged,14,27,53,https://github.com/home-assistant/core/pull/79454,New integration (thank you!),567,2022-11-24T19:01:02Z,,
57322,Add myStrom LED Strip support extending rgblamp bulb_type,2021-10-08 11:37:06+00:00,2021-10-28 08:40:59+00:00,merged,1,0,18,https://github.com/home-assistant/core/pull/57322,New integration (thank you!),6,2021-10-27T08:11:27Z,mystrom,asansano
85029,Add new 2N Telekomunikace integration,2023-01-03 00:27:22+00:00,2023-06-26 15:36:59+00:00,closed,20,17,173,https://github.com/home-assistant/core/pull/85029,New integration (thank you!),693,2023-06-25T15:22:43Z,telekomunikace_2n,linusgke
117354,Add support for MikroTik BT5 bluetooth tags,2024-05-13 08:04:44+00:00,2024-07-20 13:02:32+00:00,closed,16,0,67,https://github.com/home-assistant/core/pull/117354,New integration (thank you!),841,2024-07-19T12:07:11Z,mikrotik_bt5,Anrijs
104275,Add Flexit bacnet integration,2023-11-20 20:01:41+00:00,2023-12-01 16:02:00+00:00,merged,18,34,9,https://github.com/home-assistant/core/pull/104275,New integration (thank you!),522,2023-11-30T15:50:13Z,flexit_bacnet,lellky
71526,Add Sungrow solar inverter integration,2022-05-08 13:01:44+00:00,2023-11-30 22:06:49+00:00,closed,14,75,570,https://github.com/home-assistant/core/pull/71526,New integration (thank you!),1449,2023-11-29T21:27:08Z,sungrow,DasBasti
102846,Add tedee integration,2023-10-26 10:37:38+00:00,2023-12-30 14:10:55+00:00,merged,22,84,64,https://github.com/home-assistant/core/pull/102846,New integration (thank you!),1019,2023-12-29T13:55:41Z,tedee,zweckj
82110,Add PurpleAir integration,2022-11-14 23:55:40+00:00,2022-12-31 01:38:15+00:00,merged,21,24,28,https://github.com/home-assistant/core/pull/82110,New integration (thank you!),984,2022-12-13T03:32:12Z,,
87774,Add V2C integration,2023-02-09 10:47:35+00:00,2023-08-30 13:02:40+00:00,closed,10,16,201,https://github.com/home-assistant/core/pull/87774,New integration (thank you!),560,2023-08-29T12:06:54Z,v2c,V2Charge
53062,Glinet router support,2021-07-15 16:59:38+00:00,2021-10-25 10:12:23+00:00,closed,16,0,100,https://github.com/home-assistant/core/pull/53062,New integration (thank you!),905,2021-10-24T09:06:36Z,glinet,HarvsG
44779,Introduce wiz integration for the WiZ Platform,2021-01-02 23:53:26+00:00,2022-03-02 21:20:05+00:00,merged,14,168,398,https://github.com/home-assistant/core/pull/44779,New integration (thank you!),722,2022-02-05T00:20:21Z,wiz_light,sbidy
48239,Create a motionEye integration,2021-03-23 04:12:30+00:00,2021-04-25 18:11:21+00:00,merged,13,44,32,https://github.com/home-assistant/core/pull/48239,New integration (thank you!),1387,2021-04-24T06:00:28Z,motioneye,dermotduffy
56094,Add ws66i core integration,2021-09-11 06:34:42+00:00,2022-05-13 03:36:03+00:00,merged,17,126,239,https://github.com/home-assistant/core/pull/56094,New integration (thank you!),1538,2022-05-08T21:52:40Z,ws66i,ssaenger
109801,Add Switchgrid integration,2024-02-06 13:37:23+00:00,2024-07-01 22:01:40+00:00,closed,18,35,145,https://github.com/home-assistant/core/pull/109801,New integration (thank you!),378,2024-06-30T21:04:52Z,switchgrid,licarth
68845,Add integration for Tuya wake up light ii,2022-03-29 15:47:51+00:00,2022-04-28 08:07:03+00:00,merged,3,3,28,https://github.com/home-assistant/core/pull/68845,New integration (thank you!),58,2022-04-26T23:50:47Z,tuya,cangelis
81855,Add signal_messenger_jsonrpc,2022-11-09 12:17:14+00:00,2022-11-18 20:01:56+00:00,closed,7,0,8,https://github.com/home-assistant/core/pull/81855,New integration (thank you!),220,2022-11-17T19:30:45Z,,
45314,Add Daikin Madoka thermostat integration,2021-01-19 01:03:08+00:00,2021-10-28 13:11:30+00:00,closed,23,39,281,https://github.com/home-assistant/core/pull/45314,New integration (thank you!),1907,2021-10-27T12:22:49Z,daikin_madoka,mduran80
87872,Add RAPT Bluetooth integration,2023-02-11 09:38:23+00:00,2023-04-18 04:02:04+00:00,merged,16,10,64,https://github.com/home-assistant/core/pull/87872,New integration (thank you!),648,2023-04-17T03:19:03Z,rapt_ble,sairon
59395,Add Uptime Kuma Integration,2021-11-09 03:01:38+00:00,2022-03-12 08:02:02+00:00,closed,0,40,122,https://github.com/home-assistant/core/pull/59395,New integration (thank you!),0,2022-03-11T04:49:30Z,uptime_kuma,meichthys
89312,Add heatilator virtual integration for Intellifire,2023-03-07 20:26:42+00:00,2023-06-13 23:01:43+00:00,closed,2,0,97,https://github.com/home-assistant/core/pull/89312,New integration (thank you!),11,2023-06-12T22:05:29Z,heatilator,jeeftor
56448,Amberelectric,2021-09-20 09:17:44+00:00,2021-09-30 22:07:00+00:00,merged,17,86,7,https://github.com/home-assistant/core/pull/56448,New integration (thank you!),1326,2021-09-28T07:03:51Z,amberelectric,madpilot
59764,Add Tailscale integration,2021-11-16 09:27:09+00:00,2021-12-02 14:02:25+00:00,merged,20,5,15,https://github.com/home-assistant/core/pull/59764,New integration (thank you!),973,2021-12-01T13:40:38Z,tailscale,frenck
92397,Add smartenergy_awattar integration,2023-05-03 10:13:25+00:00,2023-10-07 10:02:03+00:00,closed,16,27,155,https://github.com/home-assistant/core/pull/92397,New integration (thank you!),652,2023-10-06T09:31:38Z,smartenergy_awattar,mmacai
46662,Add new Binance integration,2021-02-16 21:13:56+00:00,2021-12-22 19:01:42+00:00,closed,18,8,307,https://github.com/home-assistant/core/pull/46662,New integration (thank you!),1230,2021-12-21T18:05:20Z,bittrex,DevSecNinja
72393,JustNimbus integration,2022-05-23 22:03:06+00:00,2022-07-26 13:15:09+00:00,closed,14,0,62,https://github.com/home-assistant/core/pull/72393,New integration (thank you!),610,2022-07-25T13:12:13Z,,
99776,Add Husqvarna Automower integration,2023-09-06 21:24:03+00:00,2023-09-19 23:01:43+00:00,closed,1158,120,12,https://github.com/home-assistant/core/pull/99776,New integration (thank you!),91728,2023-09-18T21:54:07Z,husqvarna_automower,Thomas55555
51403,FX Luminaire Luxor low voltage integration,2021-06-03 09:17:45+00:00,2021-10-07 13:08:04+00:00,closed,13,26,125,https://github.com/home-assistant/core/pull/51403,New integration (thank you!),544,2021-10-06T12:05:12Z,luxor,pbozeman
96722,Introduce new decora_ble integration,2023-07-16 20:54:04+00:00,2024-02-20 14:01:46+00:00,closed,19,12,217,https://github.com/home-assistant/core/pull/96722,New integration (thank you!),1416,2024-02-19T13:05:08Z,decora_ble,ColinCampbell
93777,Add Schlage integration,2023-05-30 02:13:10+00:00,2023-08-06 19:33:55+00:00,merged,17,58,58,https://github.com/home-assistant/core/pull/93777,New integration (thank you!),550,2023-07-27T04:15:01Z,schlage,dknowles2
94032,Vodafone Station device tracker ,2023-06-04 13:38:16+00:00,2023-09-05 16:56:19+00:00,merged,16,89,84,https://github.com/home-assistant/core/pull/94032,New integration (thank you!),711,2023-08-28T13:10:23Z,vodafone_station,chemelli74
98240,Add SpaNET integration,2023-08-11 04:15:26+00:00,2023-12-26 04:02:00+00:00,closed,14,7,135,https://github.com/home-assistant/core/pull/98240,New integration (thank you!),394,2023-12-25T03:05:21Z,spanet,enheron
52832,Add sithl_imow integration,2021-07-10 10:02:23+00:00,2021-10-24 22:10:20+00:00,closed,14,0,105,https://github.com/home-assistant/core/pull/52832,New integration (thank you!),1298,2021-10-23T21:05:13Z,stihl_imow,ChrisHaPunkt
124410,Add go2rtc and extend camera integration for better WebRTC support,2024-08-22 11:30:29+00:00,2024-10-04 08:02:39+00:00,merged,35,32,41,https://github.com/home-assistant/core/pull/124410,New integration (thank you!),1701,2024-10-03T07:20:03Z,camera,edenhaus
47507,Add Picnic integration,2021-03-06 11:54:41+00:00,2021-04-29 05:49:15+00:00,merged,16,47,46,https://github.com/home-assistant/core/pull/47507,New integration (thank you!),1171,2021-04-22T05:21:57Z,picnic,corneyl
104342,Add integration for Fläktgroup Modbus,2023-11-22 00:12:36+00:00,2024-05-22 19:01:48+00:00,closed,8,0,181,https://github.com/home-assistant/core/pull/104342,New integration (thank you!),1006,2024-05-21T18:05:35Z,flaktgroup,volodymyrpavlenko
108336,Add SimpleFIN integration,2024-01-19 01:13:22+00:00,2024-07-11 11:01:48+00:00,merged,19,142,173,https://github.com/home-assistant/core/pull/108336,New integration (thank you!),1307,2024-07-10T10:44:04Z,simplefin,jeeftor
117068,Add LinknLink integration,2024-05-08 10:02:53+00:00,2024-08-10 14:01:49+00:00,closed,17,8,93,https://github.com/home-assistant/core/pull/117068,New integration (thank you!),1453,2024-08-09T13:07:18Z,linknlink,linknlink
82860,Add VARTA energy storage integration,2022-11-28 13:01:41+00:00,2022-12-11 18:01:41+00:00,closed,12,0,12,https://github.com/home-assistant/core/pull/82860,New integration (thank you!),570,2022-12-10T17:56:41Z,,
48309,Add siren platform,2021-03-25 04:23:41+00:00,2021-07-12 23:01:53+00:00,merged,11,61,108,https://github.com/home-assistant/core/pull/48309,New integration (thank you!),432,2021-07-11T20:51:11Z,demo,raman325
45589,Add Rako Integration,2021-01-27 00:10:15+00:00,2021-02-04 19:04:33+00:00,closed,1574,1,7,https://github.com/home-assistant/core/pull/45589,New integration (thank you!),44289,2021-02-03T18:09:04Z,rako,marengaz
66130,Add new Rabbit Air integration,2022-02-09 00:32:24+00:00,2024-01-26 15:50:17+00:00,merged,19,97,695,https://github.com/home-assistant/core/pull/66130,New integration (thank you!),743,2024-01-05T15:34:28Z,rabbitair,al-s
89456,Add new Roborock Integration,2023-03-09 17:51:15+00:00,2023-04-21 15:10:53+00:00,merged,22,76,41,https://github.com/home-assistant/core/pull/89456,New integration (thank you!),1222,2023-04-20T14:02:58Z,roborock,Lash-L
57590,Add Ridwell integration,2021-10-13 01:37:50+00:00,2021-11-02 02:13:47+00:00,merged,16,25,17,https://github.com/home-assistant/core/pull/57590,New integration (thank you!),548,2021-10-30T14:27:48Z,ridwell,bachya
90564,Add image entity component,2023-03-31 07:26:52+00:00,2023-06-20 15:04:22+00:00,merged,18,6,80,https://github.com/home-assistant/core/pull/90564,New integration (thank you!),757,2023-06-19T15:03:49Z,image,emontnemery
82637,Add Google Mail integration,2022-11-24 14:03:35+00:00,2023-01-26 21:01:43+00:00,merged,30,47,44,https://github.com/home-assistant/core/pull/82637,New integration (thank you!),1303,2023-01-07T19:59:15Z,,
59788,Add new integration luxtronik,2021-11-16 16:13:16+00:00,2022-12-12 19:01:50+00:00,closed,0,49,390,https://github.com/home-assistant/core/pull/59788,New integration (thank you!),0,2022-12-11T18:44:59Z,luxtronik2,BenPru
128919,Add musicassistant integration,2024-10-21 17:03:11+00:00,2024-10-31 18:02:28+00:00,merged,19,167,8,https://github.com/home-assistant/core/pull/128919,New integration (thank you!),1319,2024-10-30T13:57:01Z,music_assistant,jozefKruszynski
108337,Add new virtual integration for opower City of Austin Utilities provider,2024-01-19 02:49:57+00:00,2024-01-30 04:06:25+00:00,merged,3,0,9,https://github.com/home-assistant/core/pull/108337,New integration (thank you!),12,2024-01-28T18:54:17Z,coautilities,max2697
116957,Add LedSC integration,2024-05-06 20:50:13+00:00,2024-06-28 20:03:46+00:00,closed,12,104,51,https://github.com/home-assistant/core/pull/116957,New integration (thank you!),374,2024-06-27T19:26:01Z,ledsc,PatrikKr010
112511,Add aWATTar integration,2024-03-06 16:29:05+00:00,2024-09-28 12:03:52+00:00,closed,16,54,204,https://github.com/home-assistant/core/pull/112511,New integration (thank you!),481,2024-09-27T11:07:13Z,awattar,mexx42
54438,Create 'new' Tomorrow.io integration which is a rebrand of ClimaCell,2021-08-11 00:32:45+00:00,2022-03-22 04:40:59+00:00,closed,34,0,55,https://github.com/home-assistant/core/pull/54438,New integration (thank you!),3656,2021-10-05T15:25:05Z,climacell,raman325
57121,Add new tomorrow.io integration to replace Climacell - Part 1/3,2021-10-05 16:01:21+00:00,2021-11-15 06:13:08+00:00,merged,20,23,11,https://github.com/home-assistant/core/pull/57121,New integration (thank you!),4375,2021-10-17T07:13:59Z,tomorrowio,raman325
60520,Add integration for Moonraker 3d printer service,2021-11-29 02:32:37+00:00,2022-12-04 19:01:38+00:00,closed,21,54,369,https://github.com/home-assistant/core/pull/60520,New integration (thank you!),1749,2022-12-03T18:54:40Z,moonraker,cmroche
50233,Add securitas direct integration,2021-05-07 10:08:28+00:00,2022-05-19 19:02:55+00:00,closed,14,7,376,https://github.com/home-assistant/core/pull/50233,New integration (thank you!),622,2022-05-18T18:14:28Z,securitas_direct,nragon
103683,Add new integration for Leviosa zone,2023-11-09 02:56:33+00:00,2024-06-27 17:01:37+00:00,closed,14,149,230,https://github.com/home-assistant/core/pull/103683,New integration (thank you!),621,2024-06-26T16:04:57Z,leviosa_shades,greg-ha-1990
86266,Add easyEnergy integration,2023-01-20 02:11:02+00:00,2023-02-05 10:01:58+00:00,merged,22,0,14,https://github.com/home-assistant/core/pull/86266,New integration (thank you!),1346,2023-02-03T18:56:18Z,easyenergy,klaasnicolaas
76756,Add Tami4 Integration,2022-08-14 13:17:41+00:00,2023-02-15 17:04:28+00:00,closed,18,12,184,https://github.com/home-assistant/core/pull/76756,New integration (thank you!),517,2023-02-14T16:05:55Z,,
102231,Add Climaveneta i-MXW integration,2023-10-18 13:24:14+00:00,2023-12-19 15:01:48+00:00,closed,13,29,61,https://github.com/home-assistant/core/pull/102231,New integration (thank you!),689,2023-12-18T14:58:38Z,climaveneta_imxw,Tadiern
98136,Add airtouch5,2023-08-09 22:45:57+00:00,2024-01-24 21:01:58+00:00,merged,18,58,166,https://github.com/home-assistant/core/pull/98136,New integration (thank you!),661,2024-01-23T13:49:48Z,airtouch5,danzel
113097,Add Integration for Energenie Power-Sockets,2024-03-11 21:14:04+00:00,2024-03-30 13:01:36+00:00,merged,19,79,17,https://github.com/home-assistant/core/pull/113097,New integration (thank you!),859,2024-03-29T12:29:14Z,egps,gnumpi
117020,New official genie garage integration,2024-05-07 16:26:43+00:00,2024-06-03 20:01:46+00:00,merged,25,41,22,https://github.com/home-assistant/core/pull/117020,New integration (thank you!),1638,2024-05-29T20:13:28Z,,swcloudgenie
106785,Add Sanix integration,2023-12-31 19:40:38+00:00,2024-04-18 13:02:08+00:00,merged,18,99,107,https://github.com/home-assistant/core/pull/106785,New integration (thank you!),549,2024-04-17T12:24:34Z,sanix,tomaszsluszniak
51763,Add Mawaqit Integration,2021-06-11 22:08:22+00:00,2021-11-05 01:22:51+00:00,closed,14,0,145,https://github.com/home-assistant/core/pull/51763,New integration (thank you!),684,2021-11-04T00:09:56Z,habo,hboulakhrif
66395,Add Backup integration,2022-02-12 16:24:17+00:00,2022-03-20 13:46:47+00:00,merged,16,61,16,https://github.com/home-assistant/core/pull/66395,New integration (thank you!),705,2022-02-28T23:48:12Z,backup,ludeeus
84951,Homely,2023-01-01 18:08:06+00:00,2023-06-08 04:01:55+00:00,closed,17,40,156,https://github.com/home-assistant/core/pull/84951,New integration (thank you!),625,2023-06-07T03:09:47Z,homely,kolaf
79457,Add `datetime` platform,2022-10-02 08:16:06+00:00,2022-11-12 07:01:57+00:00,closed,14,0,39,https://github.com/home-assistant/core/pull/79457,New integration (thank you!),830,2022-11-11T06:33:13Z,,
68526,Add PubliBike integration,2022-03-22 21:51:50+00:00,2024-01-27 23:01:52+00:00,closed,17,69,675,https://github.com/home-assistant/core/pull/68526,New integration (thank you!),695,2024-01-26T22:05:01Z,publibike,misialq
110207,Add integration Wireguard,2024-02-10 16:54:12+00:00,2024-03-23 15:01:48+00:00,closed,18,7,40,https://github.com/home-assistant/core/pull/110207,New integration (thank you!),717,2024-03-22T14:24:08Z,wireguard,niro1987
119414,Add LLM API to get travel time and directions from Google Maps (directions api),2024-06-11 17:37:49+00:00,2024-07-07 17:02:01+00:00,closed,12,0,24,https://github.com/home-assistant/core/pull/119414,New integration (thank you!),279,2024-07-06T16:03:23Z,google_travel_time_llm_api,fjfricke
72674,Add Huum integration,2022-05-29 17:02:54+00:00,2022-10-13 18:07:58+00:00,closed,14,20,136,https://github.com/home-assistant/core/pull/72674,New integration (thank you!),421,2022-10-12T17:19:41Z,,
90286,Add Bosch HomeCom integration,2023-03-25 22:44:42+00:00,2023-07-02 09:01:57+00:00,closed,17,13,97,https://github.com/home-assistant/core/pull/90286,New integration (thank you!),474,2023-07-01T08:05:27Z,homecom,neugartf
121599,Add Fluss integration,2024-07-09 11:45:17+00:00,2024-09-24 00:07:41+00:00,closed,14,16,75,https://github.com/home-assistant/core/pull/121599,New integration (thank you!),449,2024-09-22T23:05:32Z,fluss,NjeruFluss
